Username,Email,Department,Employee Class,Title,Organization,Manager Name,User Status,AI Service (Normalized),AI Services,Total AI Services,Has AI Extensions Installed,Has AI Service License,Ai Service Event Count,Ai Service Connection Count,Ai Service File Upload Count,Ai Service Copy Paste Count,Ai Service PII Detection Count,Average Risk Score,Last Access Timestamp,Operating Systems,Endpoint Machine,AI Tool Vendor,AI Tool Category,AI Tool Region,AI Tool Data Location,Has BAA,Has DPA,Approved for Use,Risk Classification,Data Classification,Handles PHI,Handles PII,Handles Financial Data,Encryption Status,User Location,User Role,Access Level,Clearance Level,Training Completed,Last Certification Date,Consent Status,Data Retention Policy,Deletion Request Status,Sensitive Data Access Count,Policy Violations Count,Anomaly Flags,Incident Status,Vendor Risk Score,Vendor Assessment Date,SLA/SLO Status
brian22,pchurch@customer.com,R&D,Full-Time,Travel agency manager,customer.com,Angela Cooper,Suspended,Perplexity,Perplexity,1,True,False,376,15,8,29,3,35.4,2026-01-02T16:05:01.309319Z,Ubuntu 22.04,CC55-10888,Google,Copilot,Global,US-West,,,Restricted,High,Confidential,False,False,False,Encrypted at Rest,EU-NL,Admin,Elevated,Top-Secret,False,2025-12-03,Implied,7yr,,126,4,,Under Investigation,98,2026-01-20,At Risk
smithsuzanne,sadams@customer.com,Security,Intern,Mining engineer,customer.com,Billy Hunter,Terminated,Gemini,"Gemini,Copilot,Perplexity",3,False,False,72,179,4,0,1,96.9,2026-01-12T16:31:01.310205Z,macOS 13,Wr57-11315,Anthropic,Chat Assistant,EU,EU-West,,Pending,Prohibited,Low,Confidential,False,False,False,Both,APAC-SG,IT,Elevated,,True,2025-12-26,Withdrawn,1yr,Pending,75,16,Geo Anomaly,Under Investigation,21,2026-01-20,At Risk
debrarusso,banksmelissa@customer.com,HR,Full-Time,"Social research officer, government",customer.com,Amy Quinn,Inactive,Copilot,Copilot,1,False,True,485,117,4,7,5,99.9,2026-01-15T16:29:01.311004Z,macOS 13,Mk16-80519,Meta,Copilot,US,EU-West,,Yes,Approved,Low,Confidential,False,False,False,Encrypted in Transit,EU-FR,Finance,Standard,Secret,False,2025-02-21,Explicit,90d,,1,0,Excessive Upload,Resolved,66,2026-01-20,Breach
hbonilla,michelleodom@customer.com,Clinical,Contractor,Dispensing optician,customer.com,Mary Moss,Terminated,Perplexity,"Perplexity,Gemini",2,False,True,259,112,4,38,3,73.2,2026-01-20T23:10:01.311938Z,Windows 10,gd61-16988,Nvidia,Copilot,APAC,Multi-Region,No,Yes,Prohibited,Medium,PHI,True,True,False,Encrypted at Rest,EU-NL,Admin,Elevated,Confidential,False,2025-08-12,Implied,1yr,,93,19,Excessive Upload,Resolved,65,2026-01-20,At Risk
fvaughn,ryanbishop@customer.com,R&D,Intern,Scientific laboratory technician,customer.com,Michael Santana,Active,ChatGPT,ChatGPT,1,False,True,134,136,2,44,2,33.0,2026-01-15T23:19:01.312817Z,Windows 10,oL95-44001,Google,Copilot,EU,Multi-Region,No,Yes,Prohibited,Low,Confidential,False,False,False,,EU-NL,Admin,Admin,Top-Secret,True,2025-08-07,Implied,Indefinite,,95,9,Excessive Upload,Breach,76,2026-01-20,Compliant
gbrown,marvin08@customer.com,Sales,Full-Time,"Therapist, art",customer.com,Brandi Hernandez,Inactive,Bing,"Bing,Gemini,Claude",3,False,False,133,147,5,25,0,39.6,2025-12-29T05:39:01.313502Z,Ubuntu 22.04,yj45-26517,Google,Analytics,EU,US-East,Pending,Yes,Under Review,Low,PII,False,True,False,Both,US-CA,Clinical,Standard,,False,2025-11-10,Withdrawn,Indefinite,Pending,189,12,Unusual Hours,Resolved,80,2026-01-20,Breach
william76,markharrington@customer.com,Legal,Intern,Field trials officer,customer.com,Nathan Duncan,Terminated,ChatGPT,"ChatGPT,Gemini",2,False,True,363,153,3,49,5,20.6,2026-01-04T16:16:01.314556Z,Ubuntu 22.04,jT10-57909,Nvidia,Copilot,Global,EU-Central,,,Under Review,Critical,Public,False,False,False,Both,EU-DE,Finance,Admin,Top-Secret,False,2025-11-27,Explicit,Indefinite,Completed,48,0,Excessive Upload,Under Investigation,19,2026-01-20,Compliant
hharmon,ramirezjesse@customer.com,R&D,Vendor,Animator,customer.com,Brett Hoffman,Inactive,Perplexity,Perplexity,1,True,False,134,143,4,5,5,63.9,2026-01-02T22:47:01.315414Z,Windows 10,ZN10-94943,Nvidia,Code Assistant,EU,Multi-Region,Pending,No,Approved,Critical,PHI,True,True,False,Encrypted at Rest,EU-FR,IT,Elevated,Confidential,False,2025-04-08,Explicit,1yr,Completed,7,3,,,71,2026-01-20,Compliant
martinezchristopher,xjones@customer.com,Clinical,Intern,Fine artist,customer.com,Lee Gonzalez,Inactive,Bing,"Bing,ChatGPT,Perplexity",3,True,False,416,145,4,14,4,21.4,2025-12-29T05:53:01.316643Z,macOS 14,Cy05-64477,Meta,Copilot,APAC,EU-West,Yes,Pending,Under Review,Medium,Internal,False,False,False,Encrypted at Rest,EU-DE,IT,Standard,,False,2025-02-15,,30d,Completed,46,12,Excessive Upload,,93,2026-01-20,At Risk
andreacervantes,schmidtcarolyn@customer.com,IT,Full-Time,Management consultant,customer.com,Melissa Mccullough DDS,Active,Copilot,"Copilot,Claude,Gemini",3,False,True,47,132,0,43,5,84.3,2026-01-16T12:25:01.317579Z,Windows 10,xc67-34787,Anthropic,Analytics,Global,US-East,No,Yes,Under Review,Critical,PII,False,True,False,,US-NY,Finance,Privileged,,True,2025-06-20,Explicit,90d,Completed,139,13,Multiple Flags,Under Investigation,32,2026-01-20,Breach
flynnjessica,shenderson@customer.com,HR,Contractor,Medical technical officer,customer.com,Mr. Billy Rivera PhD,Suspended,Gemini,"Gemini,Copilot,ChatGPT",3,False,False,28,54,2,29,4,36.5,2026-01-14T20:31:01.318437Z,macOS 13,vp81-42942,OpenAI,Copilot,APAC,EU-West,,Pending,Approved,Critical,PII,False,True,False,Encrypted in Transit,US-CA,IT,Privileged,Top-Secret,False,2025-07-14,Withdrawn,30d,Pending,120,2,Unusual Hours,Breach,18,2026-01-20,At Risk
dale50,maynardthomas@customer.com,Marketing,Intern,Astronomer,customer.com,Robert Watts,Terminated,Perplexity,Perplexity,1,True,True,218,112,10,5,0,72.9,2026-01-20T03:47:01.319174Z,macOS 13,HJ80-53625,Microsoft,Code Assistant,APAC,US-West,Pending,Pending,Prohibited,Low,Financial,False,True,True,Encrypted at Rest,EU-NL,Finance,Privileged,,True,2025-11-20,Withdrawn,7yr,,96,15,Unusual Hours,,80,2026-01-20,Compliant
mejiaholly,scott19@customer.com,R&D,Full-Time,Petroleum engineer,customer.com,Kevin Kirk,Suspended,Copilot,Copilot,1,False,False,438,68,3,9,3,64.8,2026-01-13T16:35:01.320209Z,Windows 10,qD78-93906,Meta,Search,US,US-West,No,No,Prohibited,High,Internal,False,False,False,Encrypted at Rest,EU-NL,Finance,Privileged,Secret,True,2025-06-09,,Indefinite,,51,3,,Resolved,47,2026-01-20,Breach
john04,susanholland@customer.com,IT,Vendor,Personnel officer,customer.com,Tonya Mendoza,Inactive,ChatGPT,"ChatGPT,Gemini,Claude",3,True,False,484,154,2,3,5,77.5,2026-01-03T16:54:01.320963Z,macOS 13,kt48-83004,Meta,Copilot,US,EU-West,Yes,,Restricted,High,PII,False,True,False,Both,US-CA,IT,Admin,Secret,False,2025-10-26,Explicit,90d,,160,15,Multiple Flags,,49,2026-01-20,Breach
angeladixon,andersonmarissa@customer.com,R&D,Contractor,Theatre director,customer.com,James Stewart,Inactive,ChatGPT,"ChatGPT,Bing,Perplexity",3,False,True,174,150,0,42,4,5.6,2026-01-01T00:49:01.322169Z,macOS 14,Pn29-06968,Meta,Copilot,EU,Multi-Region,Pending,No,Restricted,Critical,Confidential,False,False,False,Encrypted at Rest,US-NY,Finance,Elevated,Confidential,False,2025-11-18,,7yr,Pending,145,7,,Resolved,51,2026-01-20,Breach
hernandezmary,andrew95@customer.com,IT,Full-Time,Lawyer,customer.com,Ellen Hull,Inactive,Copilot,"Copilot,Claude,Perplexity",3,False,True,232,76,10,7,2,64.7,2026-01-17T19:42:01.323056Z,Windows 10,bH93-77882,Anthropic,Search,APAC,EU-Central,No,,Approved,High,Internal,False,False,False,,US-CA,Clinical,Admin,Confidential,True,2025-11-15,Withdrawn,7yr,Pending,82,8,Multiple Flags,Breach,1,2026-01-20,Compliant
kristybutler,grimeskevin@customer.com,Legal,Full-Time,"Engineer, drilling",customer.com,Thomas Harris,Active,ChatGPT,"ChatGPT,Claude,Gemini",3,False,True,135,23,4,46,2,75.3,2026-01-07T12:00:01.324007Z,Windows 11,aI39-16805,Microsoft,Search,EU,EU-West,,Yes,Approved,Critical,Internal,False,False,False,Both,US-MA,Finance,Standard,,True,2025-05-05,Withdrawn,1yr,,89,6,,Breach,56,2026-01-20,At Risk
hollylivingston,cgray@customer.com,Finance,Full-Time,Artist,customer.com,Lauren Cole,Terminated,Claude,"Claude,ChatGPT,Gemini",3,False,True,63,173,5,23,1,93.2,2025-12-29T16:51:01.325273Z,Windows 11,UM97-35473,Nvidia,Analytics,Global,EU-Central,,,Restricted,Critical,PHI,True,True,False,Both,US-MA,IT,Admin,Top-Secret,True,2025-02-20,Explicit,30d,Pending,89,20,Multiple Flags,Resolved,37,2026-01-20,Breach
morganbrett,swilliams@customer.com,Sales,Vendor,Industrial buyer,customer.com,Lisa Gibbs,Terminated,Bing,"Bing,Gemini",2,True,False,245,184,1,15,4,47.0,2025-12-27T18:40:01.326164Z,macOS 13,IP11-59511,Meta,Search,Global,US-West,No,Pending,Restricted,High,Public,False,False,False,Both,EU-FR,Clinical,Admin,Top-Secret,False,2025-04-11,Explicit,1yr,Pending,127,9,Multiple Flags,,20,2026-01-20,At Risk
sthomas,bmiller@customer.com,IT,Contractor,Ergonomist,customer.com,Gerald Murphy,Active,Gemini,"Gemini,ChatGPT",2,True,False,170,148,7,8,2,77.2,2026-01-09T20:57:01.327422Z,Windows 10,GR02-34885,OpenAI,Chat Assistant,Global,EU-West,No,No,Under Review,High,Internal,False,False,False,Encrypted at Rest,EU-FR,Admin,Privileged,Confidential,False,2025-04-30,,30d,,93,17,Geo Anomaly,,88,2026-01-20,Breach
alex78,camposjasmin@customer.com,Marketing,Intern,"Programmer, applications",customer.com,Caroline Holt,Active,Gemini,"Gemini,Copilot,ChatGPT",3,True,False,27,49,9,34,4,73.9,2026-01-06T11:34:01.328290Z,macOS 13,KP57-78429,Microsoft,Analytics,Global,EU-West,No,,Prohibited,Low,PII,False,True,False,Encrypted in Transit,EU-FR,Admin,Standard,,False,2025-10-24,Withdrawn,7yr,Completed,77,16,Geo Anomaly,Breach,20,2026-01-20,Breach
nathanjones,jacob15@customer.com,IT,Contractor,"Therapist, drama",customer.com,Sandy Fisher,Suspended,Claude,"Claude,ChatGPT",2,False,True,180,184,5,47,4,58.7,2026-01-20T00:00:01.329464Z,macOS 14,YI26-96311,Google,Copilot,APAC,EU-Central,No,,Restricted,Critical,Public,False,False,False,,EU-DE,Finance,Privileged,Secret,True,2025-09-19,Implied,7yr,,141,6,Multiple Flags,,84,2026-01-20,Compliant
myersjonathan,thomas20@customer.com,Sales,Contractor,Paediatric nurse,customer.com,Stephanie Lewis,Terminated,Copilot,"Copilot,ChatGPT",2,False,True,88,124,10,6,0,52.6,2026-01-03T01:18:01.330684Z,macOS 14,FK08-67401,OpenAI,Code Assistant,US,Multi-Region,No,Pending,Prohibited,Critical,Internal,False,False,False,Encrypted in Transit,APAC-SG,Clinical,Admin,Secret,False,2026-01-16,Implied,90d,Completed,148,9,,Breach,100,2026-01-20,Compliant
davidrose,marie65@customer.com,Finance,Contractor,Museum/gallery conservator,customer.com,Kyle Mitchell,Active,Gemini,"Gemini,Claude,ChatGPT",3,False,True,137,24,10,25,0,38.6,2026-01-17T17:08:01.355782Z,macOS 13,GR66-21100,Anthropic,Chat Assistant,APAC,Multi-Region,Yes,Pending,Approved,Medium,Confidential,False,False,False,Both,US-NY,Finance,Privileged,,False,2025-04-11,Explicit,7yr,Completed,154,13,Multiple Flags,Resolved,64,2026-01-20,Breach
darren39,qjones@customer.com,HR,Contractor,Clinical embryologist,customer.com,Shelby Owen,Inactive,Bing,"Bing,Claude,Gemini",3,False,False,96,70,5,47,1,18.4,2026-01-20T11:35:01.356939Z,Windows 10,zM02-74955,Nvidia,Search,EU,Multi-Region,,No,Prohibited,Low,Confidential,False,False,False,Encrypted at Rest,EU-NL,IT,Elevated,Secret,True,2025-10-18,Explicit,Indefinite,Pending,129,20,Excessive Upload,,25,2026-01-20,Breach
dylan85,swansonmarisa@customer.com,Legal,Full-Time,Occupational hygienist,customer.com,Susan Kramer,Inactive,Bing,Bing,1,True,False,468,116,2,0,1,6.1,2025-12-27T01:53:01.357853Z,macOS 14,Vy02-85048,Microsoft,Search,Global,US-East,Yes,No,Approved,High,Confidential,False,False,False,Both,US-CA,Finance,Standard,,True,2025-06-23,Implied,7yr,,154,18,Unusual Hours,Breach,59,2026-01-20,Breach
kristen72,meredith33@customer.com,Finance,Vendor,"Editor, commissioning",customer.com,Terry Arnold,Suspended,Bing,Bing,1,True,True,116,110,0,35,2,97.4,2026-01-17T08:24:01.358480Z,Windows 11,xE24-06226,OpenAI,Code Assistant,APAC,US-East,No,No,Restricted,High,PII,False,True,False,Both,EU-FR,Admin,Privileged,Top-Secret,False,2025-10-26,Withdrawn,1yr,Completed,100,2,Excessive Upload,Breach,30,2026-01-20,Breach
slee,iaguilar@customer.com,Finance,Full-Time,Economist,customer.com,Abigail Velez,Terminated,Gemini,"Gemini,Copilot,ChatGPT",3,True,True,483,63,9,49,0,78.0,2025-12-22T07:45:01.359262Z,Windows 11,ff88-75854,Nvidia,GenAI,Global,EU-West,Pending,Pending,Approved,High,Public,False,False,False,,US-MA,Clinical,Privileged,Secret,True,2025-03-14,Implied,30d,Pending,147,20,Geo Anomaly,Under Investigation,73,2026-01-20,Compliant
curtis45,cwolfe@customer.com,IT,Vendor,Volunteer coordinator,customer.com,Mark Ellis,Inactive,Claude,"Claude,Bing",2,False,True,392,63,2,32,1,80.0,2026-01-20T20:48:01.360197Z,Windows 11,dV15-38376,Nvidia,Search,Global,EU-West,Pending,,Restricted,Medium,Confidential,False,False,False,,US-NY,Finance,Standard,Confidential,True,2025-12-27,Explicit,30d,Completed,79,5,Unusual Hours,Resolved,96,2026-01-20,Compliant
masseyregina,shawnmoreno@customer.com,IT,Vendor,"Designer, blown glass/stained glass",customer.com,Kevin Bird,Active,Claude,"Claude,Perplexity,Copilot",3,False,False,166,195,4,15,0,25.9,2026-01-20T12:50:01.361257Z,Ubuntu 22.04,Xr03-43462,Microsoft,Code Assistant,Global,Multi-Region,Yes,No,Restricted,Low,Confidential,False,False,False,Both,US-NY,Finance,Admin,,False,2025-05-11,,90d,,146,11,,Resolved,9,2026-01-20,Compliant
jason09,bullockanthony@customer.com,Engineering,Contractor,Local government officer,customer.com,Linda Stanley,Suspended,ChatGPT,ChatGPT,1,False,False,479,48,1,26,4,31.9,2026-01-07T09:42:01.362089Z,macOS 14,on34-27203,Microsoft,Search,APAC,US-West,,,Prohibited,Medium,Internal,False,False,False,Encrypted in Transit,EU-NL,IT,Admin,,False,2025-07-02,Implied,Indefinite,Completed,127,19,,Resolved,67,2026-01-20,Compliant
anna01,crosbynancy@customer.com,Legal,Contractor,Youth worker,customer.com,Brian Smith,Inactive,Claude,"Claude,ChatGPT,Gemini",3,False,False,94,79,0,41,0,69.9,2026-01-16T03:14:01.363121Z,macOS 14,eY90-73473,Meta,Search,US,US-East,Yes,,Restricted,Critical,PHI,True,True,False,Encrypted in Transit,US-NY,IT,Standard,Top-Secret,True,2025-04-01,Implied,90d,Pending,47,10,,Breach,44,2026-01-20,Compliant
yruiz,lanekelly@customer.com,R&D,Intern,Energy engineer,customer.com,Jessica Cole,Inactive,Claude,"Claude,ChatGPT",2,True,True,58,126,7,49,1,13.8,2026-01-04T05:35:01.364113Z,Ubuntu 22.04,xN64-14083,Nvidia,Code Assistant,EU,Multi-Region,No,Pending,Restricted,Critical,Confidential,False,False,False,Encrypted in Transit,US-CA,Clinical,Elevated,Confidential,True,2025-01-25,Withdrawn,Indefinite,Pending,108,16,Excessive Upload,Breach,98,2026-01-20,At Risk
xcordova,andrew15@customer.com,Clinical,Vendor,"Research officer, government",customer.com,Ashley Leonard,Suspended,Claude,"Claude,ChatGPT",2,False,False,288,46,0,42,1,79.8,2026-01-06T11:33:01.365045Z,Windows 11,aE80-06543,Anthropic,Analytics,Global,US-East,Yes,Yes,Restricted,Low,Internal,False,False,False,Encrypted at Rest,US-NY,Exec,Standard,Confidential,True,2025-11-23,Explicit,1yr,,84,2,Unusual Hours,Resolved,79,2026-01-20,Breach
mckeenathan,butlercory@customer.com,Clinical,Vendor,"Producer, television/film/video",customer.com,Kevin Kaufman,Terminated,ChatGPT,"ChatGPT,Perplexity,Gemini",3,True,True,365,33,6,46,5,29.0,2026-01-05T16:57:01.366184Z,macOS 14,Eu46-89758,Google,Search,EU,EU-Central,No,Yes,Prohibited,Medium,Internal,False,False,False,,EU-NL,Clinical,Admin,,True,2025-11-13,Implied,1yr,Completed,97,13,,Under Investigation,21,2026-01-20,At Risk
warddawn,rmartinez@customer.com,R&D,Full-Time,"Designer, blown glass/stained glass",customer.com,Kelly Bradley,Active,Copilot,"Copilot,Perplexity,Gemini",3,False,True,216,77,9,2,2,34.4,2025-12-25T18:45:01.367015Z,Windows 11,qn95-13718,Nvidia,GenAI,Global,EU-Central,Pending,No,Under Review,Critical,Financial,False,True,True,Encrypted in Transit,APAC-SG,Clinical,Admin,Top-Secret,True,2025-05-12,,90d,Pending,165,4,Multiple Flags,Breach,85,2026-01-20,At Risk
rosalesbrian,boydjohn@customer.com,IT,Vendor,Leisure centre manager,customer.com,Aaron Smith,Terminated,Perplexity,"Perplexity,Copilot",2,True,True,90,129,6,29,1,66.2,2026-01-16T18:17:01.368309Z,Ubuntu 22.04,Ub06-80623,Meta,Copilot,US,US-West,Yes,,Approved,Medium,Public,False,False,False,Encrypted in Transit,APAC-SG,IT,Elevated,,False,2025-11-25,,30d,Completed,137,11,Unusual Hours,Under Investigation,49,2026-01-20,Breach
wilsonluis,priceandrew@customer.com,Security,Vendor,Financial planner,customer.com,Russell Oliver,Suspended,Copilot,Copilot,1,True,True,202,127,4,48,1,30.1,2026-01-08T17:05:01.369189Z,macOS 14,Ee61-99984,Anthropic,Code Assistant,APAC,EU-West,No,Yes,Prohibited,Medium,Internal,False,False,False,Both,US-NY,Exec,Admin,Top-Secret,False,2025-07-25,,Indefinite,Pending,45,10,Unusual Hours,Breach,10,2026-01-20,Compliant
annadrake,christopherochoa@customer.com,HR,Full-Time,Restaurant manager,customer.com,Christopher Steele,Inactive,Claude,"Claude,Bing",2,True,True,305,106,5,6,1,26.8,2026-01-17T19:11:01.370093Z,macOS 13,qn15-99528,Nvidia,Code Assistant,EU,US-East,Yes,No,Prohibited,Medium,Financial,False,True,True,Encrypted in Transit,US-NY,Exec,Elevated,Top-Secret,False,2025-10-23,Implied,1yr,Pending,68,16,Excessive Upload,Breach,29,2026-01-20,At Risk
alee,lopezcatherine@customer.com,Clinical,Contractor,"Biochemist, clinical",customer.com,Kevin Kelly,Terminated,Gemini,"Gemini,Perplexity",2,True,False,114,66,3,21,3,60.0,2026-01-10T20:28:01.370956Z,macOS 14,EW08-92840,Microsoft,Search,Global,EU-Central,Yes,,Restricted,Low,PII,False,True,False,Both,US-NY,Admin,Admin,Secret,True,2025-05-24,Explicit,1yr,Pending,182,12,Multiple Flags,Under Investigation,61,2026-01-20,Compliant
kaitlin87,kari32@customer.com,Clinical,Vendor,Geochemist,customer.com,Wanda Ross,Suspended,Bing,"Bing,Claude",2,True,False,123,65,0,18,3,90.3,2026-01-11T11:34:01.371682Z,macOS 14,UH25-78356,Nvidia,Search,Global,Multi-Region,,Pending,Prohibited,High,Internal,False,False,False,Encrypted at Rest,EU-FR,Finance,Admin,Secret,False,2025-04-24,Explicit,30d,,149,8,Excessive Upload,Resolved,71,2026-01-20,Compliant
tmitchell,hroberson@customer.com,HR,Full-Time,"Secretary, company",customer.com,Sarah Phillips,Active,Copilot,"Copilot,Bing,Claude",3,False,True,82,94,10,33,0,94.9,2026-01-18T09:17:01.372435Z,macOS 14,uZ85-84453,Microsoft,Analytics,APAC,EU-Central,Pending,Yes,Restricted,Critical,PHI,True,True,False,Encrypted in Transit,EU-FR,IT,Privileged,Top-Secret,False,2025-01-29,Explicit,7yr,,72,19,Unusual Hours,Breach,40,2026-01-20,Breach
wwarner,markjimenez@customer.com,Clinical,Intern,Advertising copywriter,customer.com,Jennifer Wilson,Inactive,ChatGPT,ChatGPT,1,False,False,443,44,10,29,5,93.4,2026-01-17T13:23:01.373382Z,Ubuntu 22.04,ay25-41219,Meta,Analytics,US,EU-West,Yes,Pending,Under Review,Critical,PII,False,True,False,Both,US-NY,Clinical,Elevated,Confidential,True,2025-07-04,Withdrawn,30d,Pending,20,8,Excessive Upload,,78,2026-01-20,Compliant
davidrichardson,smithjamie@customer.com,Marketing,Full-Time,Pathologist,customer.com,Amber Thompson,Terminated,Gemini,"Gemini,Claude",2,True,False,477,55,4,47,4,20.4,2026-01-08T00:13:01.374399Z,Ubuntu 22.04,FH40-00795,Meta,Copilot,EU,EU-Central,Yes,,Prohibited,Low,Public,False,False,False,Encrypted in Transit,US-NY,Clinical,Privileged,Confidential,True,2025-11-28,Implied,1yr,Pending,132,19,Unusual Hours,Breach,68,2026-01-20,At Risk
leashley,ucox@customer.com,Marketing,Full-Time,Professor Emeritus,customer.com,Kathryn White,Inactive,Perplexity,"Perplexity,Claude",2,True,True,419,77,6,29,2,45.6,2026-01-11T17:30:01.375143Z,macOS 14,PJ01-19983,Meta,GenAI,Global,Multi-Region,No,No,Approved,Low,Public,False,False,False,Encrypted at Rest,APAC-SG,IT,Admin,Top-Secret,True,2025-03-29,Implied,90d,Pending,181,0,Geo Anomaly,Resolved,84,2026-01-20,Compliant
carlsonkayla,murphydavid@customer.com,Legal,Full-Time,Aeronautical engineer,customer.com,Paige Jackson,Active,ChatGPT,"ChatGPT,Claude,Gemini",3,True,True,480,158,0,40,1,25.5,2026-01-21T06:01:01.376260Z,macOS 14,nt22-87662,Google,Chat Assistant,APAC,US-West,No,Pending,Restricted,High,Public,False,False,False,Encrypted in Transit,US-NY,Finance,Privileged,Confidential,True,2025-11-20,Implied,30d,Pending,107,6,Unusual Hours,Under Investigation,88,2026-01-20,Compliant
hunterheather,whart@customer.com,R&D,Contractor,Facilities manager,customer.com,Grace Moore,Terminated,Copilot,"Copilot,Bing,ChatGPT",3,False,False,379,140,1,6,3,58.0,2026-01-07T10:05:01.377238Z,Windows 11,un09-06727,Google,Code Assistant,Global,EU-West,Pending,No,Approved,Low,PHI,True,True,False,Encrypted in Transit,EU-FR,Admin,Standard,Secret,True,2025-08-28,Explicit,1yr,,98,14,Multiple Flags,Resolved,29,2026-01-20,At Risk
welchshane,vmorse@customer.com,Legal,Full-Time,Magazine features editor,customer.com,Lucas Bright,Terminated,Copilot,"Copilot,ChatGPT",2,True,True,239,86,5,49,5,81.0,2026-01-11T02:59:01.378016Z,Windows 10,RL26-62732,Google,Copilot,APAC,US-West,Pending,,Approved,Low,PHI,True,True,False,Encrypted in Transit,EU-NL,Exec,Privileged,,True,2025-02-26,Implied,7yr,Completed,162,20,Excessive Upload,Breach,23,2026-01-20,Breach
rbriggs,daytroy@customer.com,Sales,Contractor,Database administrator,customer.com,Kevin Spence,Inactive,Claude,"Claude,Copilot,Gemini",3,False,False,366,135,9,40,0,0.7,2026-01-14T13:26:01.379015Z,Windows 10,DN29-96452,Google,Code Assistant,US,EU-Central,Yes,No,Prohibited,Low,Public,False,False,False,Encrypted at Rest,EU-NL,Finance,Elevated,,False,2025-04-21,Explicit,90d,,87,18,Geo Anomaly,Under Investigation,79,2026-01-20,At Risk
jennifergonzalez,pricemarissa@customer.com,Marketing,Contractor,Oceanographer,customer.com,Brian Short,Active,Copilot,Copilot,1,False,False,322,140,1,10,1,84.2,2026-01-03T07:50:01.380236Z,Windows 10,BQ01-95850,Anthropic,Copilot,US,EU-Central,No,Yes,Prohibited,Medium,Public,False,False,False,,EU-DE,Finance,Privileged,,False,2025-09-10,Implied,90d,Pending,91,9,,Resolved,38,2026-01-20,At Risk
williamharris,hortonjohn@customer.com,Finance,Full-Time,Teaching laboratory technician,customer.com,Megan Watson,Active,Claude,Claude,1,False,True,12,166,8,36,3,18.5,2026-01-08T20:35:01.381107Z,Windows 11,Tb64-81001,Nvidia,Code Assistant,Global,Multi-Region,Yes,Pending,Restricted,Medium,Internal,False,False,False,Encrypted at Rest,EU-NL,Clinical,Admin,Secret,False,2025-06-26,Explicit,30d,Completed,112,17,Excessive Upload,Breach,20,2026-01-20,Breach
watkinsdeborah,dylanstewart@customer.com,Finance,Contractor,Corporate treasurer,customer.com,Luke Martinez,Terminated,Gemini,"Gemini,ChatGPT",2,True,True,29,42,0,9,2,50.7,2025-12-23T07:18:01.381822Z,macOS 13,Nk60-15936,Google,Analytics,EU,Multi-Region,No,No,Approved,Low,Confidential,False,False,False,,EU-NL,IT,Standard,Confidential,False,2025-04-03,,Indefinite,,42,15,Unusual Hours,Breach,71,2026-01-20,Breach
jill44,joyce98@customer.com,Finance,Full-Time,Air cabin crew,customer.com,Vanessa Park,Inactive,Copilot,Copilot,1,False,False,19,103,6,17,3,41.4,2026-01-20T10:47:01.382593Z,Ubuntu 22.04,FT25-87206,Microsoft,Search,Global,EU-West,,No,Under Review,Medium,Confidential,False,False,False,Both,EU-DE,IT,Standard,,False,2025-09-14,Withdrawn,30d,Completed,107,6,Excessive Upload,Resolved,31,2026-01-20,Breach
amanda42,tristan13@customer.com,Finance,Intern,Information officer,customer.com,Gregory Barron,Active,Bing,"Bing,Copilot,ChatGPT",3,False,True,341,43,7,3,2,38.1,2026-01-08T07:28:01.383335Z,Windows 10,gG66-31092,Meta,Search,APAC,US-West,Pending,Pending,Prohibited,Critical,Internal,False,False,False,Both,US-NY,IT,Admin,Secret,False,2025-10-19,Implied,1yr,Completed,14,13,Multiple Flags,,3,2026-01-20,Breach
fherrera,tanya24@customer.com,IT,Full-Time,"Designer, industrial/product",customer.com,Danielle Taylor,Terminated,Claude,"Claude,ChatGPT,Perplexity",3,False,False,192,166,7,31,1,54.0,2026-01-03T11:26:01.384535Z,Ubuntu 22.04,Yp95-05737,Nvidia,Search,EU,US-East,Yes,No,Under Review,Low,Internal,False,False,False,,APAC-SG,Clinical,Standard,Confidential,False,2025-10-30,,1yr,,55,11,Multiple Flags,,19,2026-01-20,At Risk
njackson,johnsonandrea@customer.com,Marketing,Contractor,"Programme researcher, broadcasting/film/video",customer.com,Eric Mcclain,Active,Bing,Bing,1,False,True,128,41,10,2,5,33.3,2025-12-23T06:53:01.385476Z,Ubuntu 22.04,LM70-08360,Nvidia,Copilot,Global,US-East,Pending,Pending,Approved,High,PHI,True,True,False,Encrypted at Rest,EU-FR,Admin,Privileged,Top-Secret,False,2025-12-25,Explicit,30d,,110,16,,Breach,75,2026-01-20,Breach
deborahwilliams,jessicajones@customer.com,Finance,Contractor,Sub,customer.com,Stanley Walker,Active,Claude,Claude,1,False,True,343,50,2,20,5,95.4,2026-01-20T01:49:01.386329Z,Windows 10,dz20-95716,Anthropic,Search,APAC,EU-West,,,Restricted,High,Internal,False,False,False,Encrypted in Transit,APAC-SG,Finance,Standard,Secret,False,2025-02-04,Explicit,Indefinite,Completed,7,10,Geo Anomaly,Resolved,2,2026-01-20,Compliant
